overall_rating,potential,wage,release_clause_euro,club_rating,reactions,composure,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,value
60,66,0,0.00167178,65,55,30,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,210000
66,75,0.011013216,0.023071754,64,57,60,51,51,51,49,50,50,50,49,50,50,50,52,54,54,54,52,875000
73,73,0.055066079,0.036974378,76,66,68,72,72,72,73,72,72,72,73,72,72,72,73,69,69,69,73,3900000
59,68,0,0.001331418,66,57,54,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,180000
60,60,0,0.00068573,67,44,25,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,120000
69,69,0.00660793,0.003383604,66,64,65,70,70,70,60,65,65,65,60,61,61,61,58,57,57,57,58,475000
63,66,0.002202643,0.00242258,67,65,48,47,47,47,49,48,48,48,49,50,50,50,51,55,55,55,51,375000
67,73,0.002202643,0.009945592,67,59,58,66,66,66,70,69,69,69,70,68,68,68,68,61,61,61,68,1000000
59,72,0,0.002377532,62,54,53,54,54,54,53,54,54,54,53,54,54,54,55,56,56,56,55,260000
65,76,0.004405286,0.023071754,69,58,54,60,60,60,67,64,64,64,67,63,63,63,65,56,56,56,65,900000
62,76,0.008810573,0.00794346,73,60,62,60,60,60,63,62,62,62,63,64,64,64,64,63,63,63,64,650000
72,72,0.044052863,0.027964782,77,70,71,73,73,73,70,73,73,73,70,72,72,72,70,67,67,67,70,3300000
63,65,0.004405286,0.004109376,64,60,50,58,58,58,60,59,59,59,60,59,59,59,62,60,60,60,62,375000
55,65,0,0.001011077,62,50,37,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,110000
68,71,0.008810573,0.008944526,72,64,72,66,66,66,69,69,69,69,69,70,70,70,68,63,63,63,68,1100000
68,72,0.004405286,0.010946658,68,60,60,68,68,68,69,69,69,69,69,69,69,69,68,62,62,62,68,1200000
66,80,0,0.01294879,65,58,57,61,61,61,67,64,64,64,67,64,64,64,66,57,57,57,66,1400000
58,73,0.00660793,0.023071754,64,52,50,54,54,54,60,58,58,58,60,59,59,59,59,54,54,54,59,270000
61,61,0.00660793,0.023071754,65,58,59,63,63,63,63,62,62,62,63,59,59,59,62,52,52,52,62,270000
68,68,0.024229075,0.004795107,67,62,64,48,48,48,44,46,46,46,44,47,47,47,47,54,54,54,47,525000
55,74,0.002202643,0.001957084,76,52,46,45,45,45,45,44,44,44,45,43,43,43,47,43,43,43,47,160000
60,67,0,0.001977106,70,56,41,50,50,50,54,51,51,51,54,51,51,51,55,51,51,51,55,240000
70,70,0.008810573,0.009445059,69,62,64,51,51,51,44,46,46,46,44,45,45,45,47,52,52,52,47,1200000
72,74,0.00660793,0.023071754,68,60,84,67,67,67,73,71,71,71,73,74,74,74,74,73,73,73,74,3700000
55,69,0,0.001786903,57,50,55,39,39,39,38,39,39,39,38,39,39,39,42,44,44,44,42,170000
63,63,0,0.001761876,65,62,56,57,57,57,56,55,55,55,56,55,55,55,56,56,56,56,56,270000
59,59,0.004405286,0.001011077,67,62,60,56,56,56,57,57,57,57,57,59,59,59,59,60,60,60,59,100000
63,65,0,0.001927052,60,55,43,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,300000
59,68,0,0.001461557,65,48,39,45,45,45,46,45,45,45,46,44,44,44,48,45,45,45,48,210000
52,68,0,0.001076146,65,39,43,51,51,51,52,50,50,50,52,50,50,50,53,49,49,49,53,110000
70,70,0.008810573,0.008443993,70,65,71,68,68,68,66,68,68,68,66,68,68,68,65,70,70,70,65,1000000
73,73,0.013215859,0.008944526,70,75,80,70,70,70,72,72,72,72,72,74,74,74,72,75,75,75,72,1300000
69,69,0.004405286,0.006441861,65,64,67,64,64,64,66,66,66,66,66,67,67,67,68,70,70,70,68,975000
66,66,0.008810573,0.003533763,67,60,60,67,67,67,67,67,67,67,67,66,66,66,66,61,61,61,66,575000
58,64,0,0.000880938,64,52,29,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,130000
60,76,0,0.004454744,69,57,54,55,55,55,59,59,59,59,59,60,60,60,59,57,57,57,59,425000
68,73,0.00660793,0.009945592,67,62,55,68,68,68,67,68,68,68,67,66,66,66,65,58,58,58,65,1200000
73,77,0.011013216,0.039477043,69,69,70,69,69,69,74,73,73,73,74,73,73,73,74,68,68,68,74,5000000
69,81,0.022026432,0.023071754,73,58,52,67,67,67,70,70,70,70,70,70,70,70,69,66,66,66,69,1900000
64,72,0.002202643,0.004940261,69,59,55,49,49,49,56,52,52,52,56,53,53,53,58,54,54,54,58,575000
73,77,0.028634361,0.033470646,73,72,73,70,70,70,74,73,73,73,74,73,73,73,74,72,72,72,74,4300000
61,69,0,0.002657831,67,57,46,61,61,61,57,59,59,59,57,56,56,56,55,48,48,48,55,375000
67,67,0.008810573,0.005941328,68,64,64,64,64,64,69,67,67,67,69,67,67,67,68,61,61,61,68,800000
55,71,0,0.00203717,71,46,41,39,39,39,37,38,38,38,37,37,37,37,39,40,40,40,39,160000
56,68,0.002202643,0.001141215,65,50,39,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,130000
66,66,0.00660793,0.004329611,70,63,59,62,62,62,66,65,65,65,66,64,64,64,67,60,60,60,67,675000
63,63,0,0.002782964,64,61,57,64,64,64,60,61,61,61,60,60,60,60,61,58,58,58,61,325000
58,67,0,0.001401493,65,41,45,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,150000
55,55,0,0.000690736,63,53,42,42,42,42,46,43,43,43,46,42,42,42,47,41,41,41,47,70000
62,76,0,0.005440794,67,52,53,47,47,47,42,43,43,43,42,44,44,44,44,49,49,49,44,575000
61,67,0,0.002652825,65,47,58,61,61,61,58,59,59,59,58,57,57,57,56,51,51,51,56,350000
65,69,0,0.004214488,66,60,62,54,54,54,58,57,57,57,58,58,58,58,61,60,60,60,61,600000
47,65,0,0.000500533,66,49,42,48,48,48,45,46,46,46,45,45,45,45,44,41,41,41,44,60000
69,82,0.00660793,0.023459985,80,68,59,62,62,62,64,63,63,63,64,63,63,63,66,63,63,63,66,1700000
58,73,0,0.002562729,66,54,43,58,58,58,61,60,60,60,61,58,58,58,59,49,49,49,59,280000
57,66,0.002202643,0.001256338,64,43,51,57,57,57,59,58,58,58,59,56,56,56,57,49,49,49,57,160000
72,72,0.037444934,0.012448257,73,68,68,58,58,58,59,60,60,60,59,63,63,63,62,69,69,69,62,1300000
59,66,0,0.001551653,70,54,44,53,53,53,61,58,58,58,61,59,59,59,61,57,57,57,61,190000
53,53,0,0.023071754,63,47,46,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,2481203.671
58,70,0,0.001786903,68,60,49,52,52,52,54,54,54,54,54,55,55,55,56,57,57,57,56,200000
59,70,0,0.002147287,69,45,46,57,57,57,61,59,59,59,61,59,59,59,59,52,52,52,59,260000
73,73,0.04185022,0.030967981,72,75,72,75,75,75,73,74,74,74,73,74,74,74,72,69,69,69,72,3100000
53,68,0,0.001241322,62,48,52,48,48,48,51,49,49,49,51,49,49,49,51,47,47,47,51,110000
55,70,0,0.001416509,68,47,48,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,150000
66,69,0.004405286,0.008944526,71,60,60,56,56,56,65,62,62,62,65,63,63,63,67,60,60,60,67,825000
64,71,0.011013216,0.006942394,80,54,49,61,61,61,63,63,63,63,63,65,65,65,63,63,63,63,63,625000
64,64,0,0.001086157,68,65,58,61,61,61,62,61,61,61,62,60,60,60,62,60,60,60,62,170000
59,59,0.002202643,0.001011077,63,59,60,59,59,59,62,62,62,62,62,63,63,63,63,63,63,63,63,100000
65,79,0,0.013449324,71,63,60,65,65,65,67,66,66,66,67,66,66,66,66,59,59,59,66,1200000
55,57,0,0.000665709,63,46,43,50,50,50,56,53,53,53,56,56,56,56,57,55,55,55,57,110000
68,70,0.00660793,0.009945592,71,67,68,56,56,56,61,60,60,60,61,63,63,63,63,66,66,66,63,900000
60,76,0.004405286,0.023071754,68,57,41,48,48,48,52,50,50,50,52,49,49,49,52,48,48,48,52,400000
65,70,0.004405286,0.004579878,67,63,57,64,64,64,65,65,65,65,65,65,65,65,67,66,66,66,67,700000
62,66,0,0.002092228,64,47,53,42,42,42,40,39,39,39,40,39,39,39,43,43,43,43,43,325000
59,83,0.002202643,0.004329611,81,49,43,58,58,58,58,58,58,58,58,59,59,59,58,59,59,59,58,325000
68,78,0,0.009945592,66,66,71,62,62,62,69,67,67,67,69,69,69,69,69,67,67,67,69,1400000
63,63,0,0.001751866,63,59,55,56,56,56,60,59,59,59,60,59,59,59,62,59,59,59,62,290000
73,73,0.028634361,0.029966915,71,68,66,65,65,65,68,66,66,66,68,67,67,67,70,68,68,68,70,3000000
68,68,0.004405286,0.005440794,69,74,70,62,62,62,63,64,64,64,63,66,66,66,64,68,68,68,64,525000
67,72,0.008810573,0.007442927,65,64,65,66,66,66,70,69,69,69,70,70,70,70,70,68,68,68,70,1000000
71,71,0.059471366,0.023071754,67,71,75,67,67,67,67,69,69,69,67,69,69,69,68,71,71,71,68,1600000
53,56,0,0.000265283,66,49,22,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,50000
70,79,0.004405286,0.031468514,73,76,59,70,70,70,73,72,72,72,73,70,70,70,70,61,61,61,70,2700000
69,69,0.00660793,0.005440794,69,71,59,66,66,66,70,69,69,69,70,70,70,70,71,68,68,68,71,700000
63,77,0.004405286,0.009445059,72,60,43,53,53,53,58,55,55,55,58,53,53,53,58,52,52,52,58,725000
65,65,0,0.0007508,66,63,67,59,59,59,64,63,63,63,64,65,65,65,66,67,67,67,66,130000
68,68,0.008810573,0.008443993,68,64,66,68,68,68,69,68,68,68,69,68,68,68,69,64,64,64,69,900000
72,72,0.079295154,0.020456786,74,67,58,59,59,59,54,57,57,57,54,56,56,56,56,60,60,60,56,2400000
61,61,0.004405286,0.001686796,63,57,56,55,55,55,56,55,55,55,56,57,57,57,58,59,59,59,58,200000
71,71,0.013215859,0.014950923,73,66,66,62,62,62,66,64,64,64,66,64,64,64,68,66,66,66,68,1900000
69,69,0.013215859,0.006441861,71,50,52,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,675000
72,75,0.017621145,0.025462117,69,66,53,63,63,63,60,60,60,60,60,59,59,59,61,62,62,62,61,3200000
55,78,0,0.002312463,69,53,61,54,54,54,58,57,57,57,58,58,58,58,59,55,55,55,59,190000
61,75,0.004405286,0.006942394,71,61,53,59,59,59,62,62,62,62,62,62,62,62,61,56,56,56,61,550000
64,64,0.002202643,0.003879131,66,62,54,64,64,64,65,64,64,64,65,63,63,63,65,57,57,57,65,450000
64,65,0.011013216,0.003603838,67,56,50,52,52,52,58,54,54,54,58,55,55,55,61,58,58,58,61,425000
65,74,0.011013216,0.007442927,70,62,56,60,60,60,64,63,63,63,64,63,63,63,65,62,62,62,65,700000
70,71,0.013215859,0.016452522,72,69,74,65,65,65,68,68,68,68,68,71,71,71,70,73,73,73,70,2100000
63,71,0.002202643,0.004404691,70,63,63,56,56,56,61,60,60,60,61,62,62,62,63,63,63,63,63,525000
72,73,0.013215859,0.02095732,68,60,63,46,46,46,42,43,43,43,42,46,46,46,46,55,55,55,46,2900000
71,71,0.035242291,0.016452522,73,70,65,65,65,65,63,66,66,66,63,67,67,67,64,71,71,71,64,2200000
70,70,0.022026432,0.017453588,73,66,71,67,67,67,69,69,69,69,69,70,70,70,69,71,71,71,69,1800000
53,70,0,0.001251333,70,39,51,54,54,54,55,54,54,54,55,53,53,53,54,45,45,45,54,130000
48,63,0,0.000500533,67,42,39,46,46,46,49,48,48,48,49,49,49,49,50,49,49,49,50,60000
65,65,0.004405286,0.003533763,64,67,65,59,59,59,64,63,63,63,64,65,65,65,64,65,65,65,64,575000
61,72,0.004405286,0.003613849,70,46,42,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,350000
72,72,0.024229075,0.023071754,71,67,66,70,70,70,73,73,73,73,73,73,73,73,72,68,68,68,72,2900000
61,63,0,0.001922047,64,44,44,48,48,48,46,46,46,46,46,46,46,46,48,48,48,48,48,260000
64,70,0,0.004785096,64,53,60,60,60,60,64,63,63,63,64,63,63,63,65,59,59,59,65,625000
71,71,0.015418502,0.017453588,68,70,67,65,65,65,68,67,67,67,68,67,67,67,69,68,68,68,69,1900000
60,70,0.004405286,0.023071754,68,55,45,42,42,42,41,41,41,41,41,42,42,42,43,46,46,46,43,290000
60,73,0,0.003688929,67,60,43,56,56,56,56,58,58,58,56,59,59,59,58,60,60,60,58,400000
65,65,0.002202643,0.003563795,66,61,62,62,62,62,65,65,65,65,65,66,66,66,66,65,65,65,66,500000
61,68,0,0.002652825,65,53,55,60,60,60,62,61,61,61,62,60,60,60,61,54,54,54,61,350000
72,79,0.008810573,0.049988237,70,73,65,69,69,69,73,73,73,73,73,73,73,73,72,70,70,70,72,4400000
62,63,0,0.004109376,68,57,52,62,62,62,55,58,58,58,55,55,55,55,54,50,50,50,54,375000
68,76,0.00660793,0.009445059,65,61,70,66,66,66,68,67,67,67,68,67,67,67,68,67,67,67,68,1300000
57,78,0,0.002812996,70,58,56,55,55,55,56,57,57,57,56,57,57,57,58,57,57,57,58,230000
71,71,0.002202643,0.010946658,68,70,65,67,67,67,68,67,67,67,68,67,67,67,69,69,69,69,69,1600000
60,74,0.002202643,0.00424452,75,51,59,59,59,59,61,61,61,61,61,60,60,60,60,54,54,54,60,425000
70,70,0.028634361,0.014950923,67,64,68,71,71,71,65,68,68,68,65,65,65,65,63,57,57,57,63,1800000
68,82,0.015418502,0.022458919,76,67,64,62,62,62,65,66,66,66,65,67,67,67,68,69,69,69,68,1900000
54,61,0.002202643,0.00067572,66,50,39,42,42,42,43,42,42,42,43,42,42,42,46,45,45,45,46,80000
68,68,0.019823789,0.002502665,73,71,72,55,55,55,57,56,56,56,57,54,54,54,56,53,53,53,56,270000
66,66,0.004405286,0.004004265,64,71,67,64,64,64,61,63,63,63,61,63,63,63,64,67,67,67,64,650000
68,68,0.011013216,0.004439728,69,63,61,61,61,61,56,58,58,58,56,58,58,58,58,63,63,63,58,600000
61,77,0.008810573,0.006441861,72,57,58,43,43,43,42,43,43,43,42,45,45,45,45,49,49,49,45,500000
47,63,0,0.000500533,61,40,42,47,47,47,41,44,44,44,41,42,42,42,40,37,37,37,40,60000
66,66,0.00660793,0.00453483,66,60,60,53,53,53,57,54,54,54,57,56,56,56,59,58,58,58,59,525000
66,68,0,0.004895213,65,64,66,59,59,59,60,61,61,61,60,63,63,63,62,65,65,65,62,650000
70,70,0.022026432,0.01445039,72,72,73,59,59,59,65,63,63,63,65,64,64,64,67,66,66,66,67,1500000
55,68,0,0.001251333,67,45,41,42,42,42,46,42,42,42,46,44,44,44,48,46,46,46,48,140000
72,84,0,0.058997833,73,71,63,62,62,62,68,67,67,67,68,69,69,69,69,71,71,71,69,4900000
67,75,0.011013216,0.023071754,71,60,60,61,61,61,63,63,63,63,63,64,64,64,65,66,66,66,65,975000
68,71,0.002202643,0.006441861,67,57,53,61,61,61,61,61,61,61,61,62,62,62,62,65,65,65,62,925000
66,66,0.004405286,0.001386477,67,75,70,61,61,61,63,64,64,64,63,66,66,66,62,67,67,67,62,200000
67,70,0.002202643,0.007442927,65,61,64,68,68,68,69,68,68,68,69,67,67,67,68,62,62,62,68,975000
65,70,0,0.004214488,65,53,54,58,58,58,62,60,60,60,62,60,60,60,63,58,58,58,63,600000
62,66,0,0.001861983,63,60,60,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,270000
68,69,0.004405286,0.007442927,65,63,66,66,66,66,69,67,67,67,69,67,67,67,69,60,60,60,69,1100000
59,73,0,0.002978172,71,55,43,49,49,49,55,52,52,52,55,55,55,55,58,57,57,57,58,300000
59,67,0,0.002182324,63,51,57,57,57,57,62,60,60,60,62,62,62,62,62,60,60,60,62,230000
64,69,0,0.004214488,68,56,50,63,63,63,65,64,64,64,65,62,62,62,64,55,55,55,64,600000
62,71,0,0.003839089,66,52,48,46,46,46,53,50,50,50,53,52,52,52,56,52,52,52,56,400000
70,77,0.004405286,0.024461051,69,67,66,52,52,52,50,51,51,51,50,52,52,52,53,56,56,56,53,2100000
69,69,0.002202643,0.006441861,68,69,69,47,47,47,42,43,43,43,42,42,42,42,44,48,48,48,44,825000
58,73,0.002202643,0.003093294,78,57,43,42,42,42,40,40,40,40,40,40,40,40,43,45,45,45,43,250000
75,75,0.04185022,0.025462117,73,75,59,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,2700000
73,73,0.013215859,0.028465316,70,71,70,70,70,70,73,73,73,73,73,72,72,72,73,69,69,69,73,3800000
61,63,0,0.002092228,64,60,48,61,61,61,54,57,57,57,54,54,54,54,52,48,48,48,52,325000
66,66,0.002202643,0.004654958,65,68,61,66,66,66,59,63,63,63,59,60,60,60,59,58,58,58,59,650000
61,71,0,0.023071754,62,63,47,48,48,48,55,53,53,53,55,54,54,54,57,56,56,56,57,350000
60,61,0,0.001261343,67,59,53,54,54,54,55,53,53,53,55,54,54,54,57,56,56,56,57,200000
55,65,0.004405286,0.001231311,67,48,48,51,51,51,56,54,54,54,56,54,54,54,56,49,49,49,56,140000
65,65,0.013215859,0.003128332,77,68,55,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,375000
60,70,0.002202643,0.003678918,77,53,41,55,55,55,56,57,57,57,56,59,59,59,57,61,61,61,57,325000
64,69,0.002202643,0.005440794,64,64,58,65,65,65,66,65,65,65,66,64,64,64,64,56,56,56,64,600000
72,75,0.063876652,0.029966915,73,59,67,63,63,63,68,65,65,65,68,66,66,66,70,67,67,67,70,3200000
68,70,0.004405286,0.004925245,69,66,56,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,725000
64,72,0,0.006441861,65,58,46,64,64,64,62,62,62,62,62,60,60,60,61,54,54,54,61,675000
64,76,0.004405286,0.008944526,73,65,70,63,63,63,67,66,66,66,67,67,67,67,66,64,64,64,66,800000
70,70,0.033039648,0.012448257,69,61,66,70,70,70,70,70,70,70,70,70,70,70,70,71,71,71,70,1500000
62,62,0,0.001001066,67,62,67,47,47,47,51,48,48,48,51,49,49,49,54,54,54,54,54,170000
65,70,0.002202643,0.005440794,65,59,48,66,66,66,62,63,63,63,62,61,61,61,60,55,55,55,60,725000
64,65,0.004405286,0.004940261,62,56,64,64,64,64,58,61,61,61,58,57,57,57,57,51,51,51,57,550000
52,65,0,0.000725773,66,48,40,40,40,40,42,40,40,40,42,41,41,41,43,42,42,42,43,80000
71,81,0.052863436,0.034972245,75,66,67,72,72,72,71,71,71,71,71,69,69,69,69,61,61,61,69,3900000
67,72,0.028634361,0.00794346,73,61,62,58,58,58,61,61,61,61,61,63,63,63,64,67,67,67,64,850000
66,67,0.004405286,0.005440794,69,65,60,67,67,67,65,67,67,67,65,66,66,66,65,63,63,63,65,775000
66,76,0.002202643,0.00794346,69,64,59,46,46,46,47,46,46,46,47,48,48,48,51,55,55,55,51,900000
68,68,0.004405286,0.004404691,69,69,70,63,63,63,65,65,65,65,65,67,67,67,66,69,69,69,66,425000
53,65,0,0.000480512,65,34,46,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,70000
66,75,0.008810573,0.023071754,65,55,57,62,62,62,65,64,64,64,65,65,65,65,66,62,62,62,66,1000000
63,67,0.002202643,0.003253465,64,55,59,64,64,64,60,62,62,62,60,60,60,60,59,55,55,55,59,500000
54,76,0,0.002002132,65,53,55,55,55,55,54,53,53,53,54,51,51,51,51,43,43,43,51,150000
67,67,0.008810573,0.00794346,69,62,54,63,63,63,67,65,65,65,67,65,65,65,67,64,64,64,67,825000
55,80,0,0.002367521,72,45,43,42,42,42,42,42,42,42,42,41,41,41,44,44,44,44,44,180000
65,65,0.004405286,0.003203412,65,62,49,57,57,57,58,57,57,57,58,57,57,57,59,58,58,58,59,450000
68,68,0.00660793,0.007442927,69,64,67,69,69,69,65,66,66,66,65,62,62,62,63,58,58,58,63,950000
64,64,0.004405286,0.003218428,63,53,53,47,47,47,44,45,45,45,44,46,46,46,48,51,51,51,48,375000
67,74,0.00660793,0.006441861,68,64,59,58,58,58,65,62,62,62,65,62,62,62,66,62,62,62,66,900000
56,67,0.002202643,0.00136145,69,40,57,49,49,49,56,54,54,54,56,57,57,57,56,53,53,53,56,150000
62,68,0.002202643,0.002412569,65,55,28,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,300000
71,71,0.013215859,0.015451456,70,70,57,66,66,66,71,70,70,70,71,71,71,71,71,66,66,66,71,2400000
63,70,0,0.003879131,67,55,55,55,55,55,56,57,57,57,56,59,59,59,59,61,61,61,59,450000
69,69,0.008810573,0.007442927,70,67,73,69,69,69,70,69,69,69,70,68,68,68,69,62,62,62,69,1100000
67,73,0,0.006942394,67,58,50,55,55,55,63,59,59,59,63,59,59,59,65,58,58,58,65,875000
62,62,0.002202643,0.001967095,66,55,42,62,62,62,64,62,62,62,64,60,60,60,63,52,52,52,63,325000
79,79,0.019823789,0.037474911,69,81,87,74,74,74,73,75,75,75,73,77,77,77,73,80,80,80,73,5000000
71,71,0.019823789,0.01445039,71,71,77,74,74,74,73,74,74,74,73,73,73,73,72,68,68,68,72,1400000
55,75,0,0.00218733,71,40,45,47,47,47,57,53,53,53,57,54,54,54,55,47,47,47,55,180000
66,74,0.002202643,0.006441861,67,67,57,66,66,66,67,67,67,67,67,66,66,66,66,60,60,60,66,925000
58,66,0,0.001791908,68,59,52,59,59,59,59,59,59,59,59,58,58,58,57,49,49,49,57,190000
70,74,0.028634361,0.023071754,70,62,53,47,47,47,42,44,44,44,42,44,44,44,45,50,50,50,45,1900000
64,83,0.008810573,0.012448257,84,64,58,65,65,65,61,63,63,63,61,60,60,60,59,54,54,54,59,950000
66,69,0.00660793,0.004940261,68,51,57,39,39,39,34,35,35,35,34,37,37,37,38,45,45,45,38,675000
74,76,0.008810573,0.030967981,64,70,63,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,4700000
65,72,0.002202643,0.005440794,65,55,55,53,53,53,60,57,57,57,60,59,59,59,62,61,61,61,62,650000
63,75,0.004405286,0.023071754,69,49,36,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,525000
70,82,0.017621145,0.023459985,73,64,64,57,57,57,64,61,61,61,64,63,63,63,67,64,64,64,67,2800000
70,79,0.024229075,0.023071754,68,68,59,69,69,69,72,71,71,71,72,70,70,70,71,62,62,62,71,2700000
63,77,0,0.00794346,67,44,66,57,57,57,63,62,62,62,63,63,63,63,63,61,61,61,63,800000
71,71,0.024229075,0.008944526,69,70,73,66,66,66,71,71,71,71,71,72,72,72,72,71,71,71,72,1200000
51,65,0,0.000765816,64,41,36,46,46,46,49,47,47,47,49,47,47,47,51,47,47,47,51,80000
67,67,0.019577911,0.023071754,73,62,64,64,64,64,65,65,65,65,65,66,66,66,65,66,66,66,65,2481203.671
60,68,0,0.001876999,65,56,48,41,41,41,40,40,40,40,40,41,41,41,43,45,45,45,43,250000
69,79,0.00660793,0.01445039,70,67,60,66,66,66,70,69,69,69,70,68,68,68,69,62,62,62,69,1700000
58,67,0,0.00158669,66,55,44,55,55,55,57,57,57,57,57,58,58,58,58,57,57,57,58,200000
65,65,0.004405286,0.023071754,68,62,58,54,54,54,58,57,57,57,58,57,57,57,60,59,59,59,60,425000
64,71,0,0.005941328,65,61,58,61,61,61,63,63,63,63,63,64,64,64,64,64,64,64,64,625000
62,67,0.004405286,0.003288502,70,53,52,62,62,62,61,61,61,61,61,59,59,59,59,50,50,50,59,400000
63,66,0.002202643,0.002893081,69,57,59,50,50,50,53,51,51,51,53,52,52,52,55,54,54,54,55,375000
60,72,0.004405286,0.023071754,64,54,59,53,53,53,55,54,54,54,55,55,55,55,57,56,56,56,57,325000
73,73,0.066079295,0.009445059,75,76,71,60,60,60,55,57,57,57,55,56,56,56,57,60,60,60,57,1200000
57,72,0,0.002012143,65,51,49,56,56,56,57,57,57,57,57,57,57,57,58,56,56,56,58,210000
61,62,0,0.001311397,70,70,15,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,200000
64,75,0.004405286,0.006441861,72,64,48,58,58,58,62,62,62,62,62,64,64,64,63,64,64,64,63,775000
69,83,0.022026432,0.023071754,68,66,61,69,69,69,68,69,69,69,68,67,67,67,67,59,59,59,67,2200000
62,65,0,0.00242258,63,60,62,63,63,63,61,62,62,62,61,60,60,60,59,54,54,54,59,375000
50,59,0,0.000325346,62,47,56,48,48,48,51,51,51,51,51,53,53,53,52,50,50,50,52,50000
67,75,0.008810573,0.008443993,76,65,57,51,51,51,59,55,55,55,59,57,57,57,61,59,59,59,61,975000
70,75,0.026431718,0.02095732,68,66,65,71,71,71,66,68,68,68,66,64,64,64,63,56,56,56,63,2400000
68,68,0.017621145,0.004189462,72,68,61,64,64,64,65,64,64,64,65,65,65,65,66,66,66,66,66,500000
62,74,0.002202643,0.004940261,71,62,52,45,45,45,51,49,49,49,51,48,48,48,52,48,48,48,52,475000
